iter	Logloss	Accuracy
223	0.6314221084	0.6341577426
224	0.6313495483	0.6343985495
225	0.6313271787	0.6344410448
226	0.6312492126	0.6348659981
227	0.631221786	0.6347810074
228	0.6311272467	0.6348659981
229	0.6311063536	0.6349226585
230	0.6310321999	0.6353051164
231	0.630985447	0.6352342909
232	0.6308859351	0.6353051164
233	0.630836926	0.6353617769
234	0.6307853717	0.635248456
235	0.6306890445	0.6351776305
236	0.6305981401	0.6354184373
237	0.6305370531	0.6354042722
238	0.6304545577	0.635645079
239	0.6303541669	0.6357017395
240	0.6303038403	0.6358008952
241	0.6301886239	0.6359992068
242	0.6300913847	0.6360417021
243	0.6300244856	0.6363816647
244	0.6299308987	0.636679132
245	0.6298826558	0.6366224715
246	0.6298101205	0.6367357924
247	0.629771339	0.6367782877
248	0.6296836356	0.6371182503
249	0.6296292857	0.6372882316
250	0.6295769348	0.637330727
251	0.6295209849	0.6374298827
252	0.6294618102	0.6376281942
253	0.6293815154	0.637599864
254	0.62932148	0.6378123406
255	0.6292517401	0.6378973313
256	0.6291570516	0.6379256615
257	0.6290447095	0.6382797892
258	0.6289383105	0.6384497705
259	0.6288949345	0.6385489263
260	0.6288306973	0.6384781007
261	0.6287722851	0.6387189076
262	0.6287131303	0.6387330727
263	0.628626177	0.6390730353
264	0.6284984211	0.6393138421
265	0.6284435015	0.6392713468
266	0.6283634924	0.6394413281
267	0.6282940222	0.6393421724
268	0.6281992908	0.6394413281
269	0.6281215806	0.6395121537
270	0.6280629964	0.6398521163
271	0.6279625898	0.6398804465
272	0.6279521388	0.6398521163
273	0.6279007424	0.639951272
274	0.6278060692	0.6399229418
275	0.6277118649	0.6402912346
276	0.6276329319	0.639951272
277	0.6275066388	0.6404470508
278	0.6273739524	0.6403903904
279	0.6272612082	0.6405887019
280	0.6272012799	0.6409569947
281	0.6271488901	0.6410844807
282	0.6271169207	0.6410561505
283	0.6269890759	0.641126976
284	0.6269257161	0.6413961131
285	0.626852889	0.6416652502
286	0.626771817	0.6417644059
287	0.6266924032	0.6418210663
288	0.6266223928	0.6418493966
289	0.6265921783	0.6417502408
290	0.6265361402	0.6417360757
291	0.6264395023	0.6419910477
292	0.6263992993	0.6419202221
293	0.6263264176	0.6421185336
294	0.6262595377	0.6420902034
295	0.6261604791	0.6423310103
296	0.6261120185	0.6422885149
297	0.6260295784	0.6426001473
298	0.6259474589	0.6428692844
299	0.6259010799	0.6428551193
300	0.6257848528	0.6428551193
301	0.6257423234	0.6429826052
302	0.6256571503	0.643336733
303	0.625611055	0.6433508981
304	0.6254720696	0.6435775398
305	0.6253916383	0.6437050258
306	0.6253174948	0.6437050258
307	0.6252484032	0.6437900164
308	0.6252250289	0.6437900164
309	0.6252031625	0.6438325118
310	0.6251676158	0.6435633747
311	0.625116701	0.643860842
312	0.6250721302	0.6440591535
313	0.6250397346	0.6438750071
314	0.6249384629	0.6441158139
315	0.6249144379	0.6441583093
316	0.6248326817	0.6444132812
317	0.6247570302	0.6447390787
318	0.6247097582	0.6447107485
319	0.6246303944	0.6449232251
320	0.6245774941	0.6450932064
321	0.6245218879	0.6452631877
322	0.6244907273	0.6452348575
323	0.624403681	0.6452490226
324	0.6243113293	0.6454473341
325	0.6242575501	0.6456314805
326	0.6241640665	0.6458156269
327	0.6240974007	0.6459006176
328	0.6240360745	0.6458014618
329	0.6239974487	0.645688141
330	0.6239409966	0.6459006176
331	0.6238609422	0.6458581223
332	0.6238254138	0.6458581223
333	0.6237323318	0.6458156269
334	0.6236560305	0.6455464899
335	0.6235866076	0.6455464899
336	0.6235396209	0.6456314805
337	0.6234949911	0.6458439572
338	0.6234847762	0.6457731316
339	0.6233915388	0.6458156269
340	0.6232985499	0.6457589665
341	0.6232655496	0.6459714431
342	0.6232005422	0.6460989291
343	0.6231041229	0.6455464899
344	0.6230387324	0.6458864525
345	0.6229595151	0.6459856082
346	0.622882835	0.6461839198
347	0.6227989163	0.6462547453
348	0.6227448694	0.6465238824
349	0.622656403	0.6466655335
350	0.622586949	0.6467080288
351	0.6225195337	0.6468213497
352	0.6224512038	0.646736359
353	0.6223951141	0.6468496799
354	0.6223610457	0.6469346705
355	0.6223183444	0.6472321378
356	0.6222320038	0.6474871098
357	0.6221537093	0.6478129072
358	0.6221291778	0.6477279166
359	0.6220303597	0.6478695677
360	0.621933206	0.6478695677
361	0.6219002811	0.6479403932
362	0.6218356125	0.648039549
363	0.6217794193	0.6480962094
364	0.6217099	0.6483653465
365	0.6216101556	0.6485353278
366	0.6215477732	0.6487194742
367	0.6214676227	0.64881863
368	0.6214387423	0.6489461159
369	0.621310787	0.6489036206
370	0.6212474608	0.6492435832
371	0.6211706108	0.649342739
372	0.6210981875	0.6495693807
373	0.6210160168	0.6493569041
374	0.6209381671	0.6493993994
375	0.6208418293	0.6494702249
376	0.62077637	0.6494985552
377	0.6207032151	0.6495693807
378	0.6206549103	0.6496685365
379	0.6206204053	0.649739362
380	0.620561679	0.6497818573
381	0.6204653873	0.6499660037
382	0.6203866364	0.6498951782
383	0.6203042439	0.6500651595
384	0.6202563682	0.6500084991
385	0.6202201734	0.6500934897
386	0.6201751918	0.6501076548
387	0.6200969935	0.650135985
388	0.6200139635	0.6503201315
389	0.6199219015	0.6504051221
390	0.6198702535	0.6506317638
391	0.6197822639	0.6510992124
392	0.6197295071	0.6510567171
393	0.6196762402	0.6510000567
394	0.6196392581	0.6511842031
395	0.6195741773	0.650915066
396	0.6194829417	0.6510567171
397	0.6194259593	0.6511275426
398	0.6193819942	0.6512408635
399	0.6193272531	0.6512833588
400	0.6192587408	0.6513400193
401	0.6192137426	0.6512833588
402	0.6191782702	0.6515100006
403	0.6190844702	0.6517224772
404	0.6190132403	0.6518924585
405	0.6189539015	0.6519491189
406	0.6188930332	0.65209077
407	0.6188525183	0.6523315769
408	0.6188085784	0.6523174118
409	0.6187665633	0.6522607513
410	0.6187471358	0.6525157233
411	0.618703096	0.6524873931
412	0.6186235045	0.6524165675
413	0.6185360346	0.6526290441
414	0.6184578599	0.6527281999
415	0.6184001742	0.6529265114
416	0.618332324	0.6528981812
417	0.6183131853	0.6529831719
418	0.6182245053	0.653138988
419	0.6181532903	0.6531248229
420	0.6180698555	0.6531814834
421	0.6180259059	0.6533797949
422	0.6179739182	0.6534081251
423	0.6179034831	0.6534364553
424	0.6178247807	0.6534789506
425	0.6177522453	0.6538047481
426	0.6176998363	0.6538330784
427	0.6176448414	0.6538330784
428	0.6175657324	0.6539605643
429	0.6175167407	0.6542013712
430	0.6174435101	0.6540880503
431	0.6174234899	0.6541447107
432	0.6173688881	0.6543288572
433	0.6172895594	0.6544988385
434	0.6172513301	0.654442178
435	0.6171705861	0.6544563431
436	0.6171066837	0.6546688198
437	0.6170087301	0.6545554989
438	0.6168963926	0.6546688198
439	0.6168281319	0.6547821406
440	0.6167824515	0.6546546547
441	0.6167011078	0.6547821406
442	0.6166787827	0.6547396453
443	0.6166146521	0.6547254802
444	0.6165752147	0.6547963057
445	0.6164936692	0.6548529662
446	0.6164703433	0.654824636
447	0.6163770229	0.6549946173
448	0.6163196013	0.6552354241
449	0.6162490338	0.6555328914
450	0.6161569736	0.6556320471
451	0.6160884599	0.655745368
452	0.6160421862	0.6559861749
453	0.6159469733	0.6559436795
454	0.615883794	0.6559153493
455	0.6158523955	0.65600034
456	0.6157981331	0.6561986515
457	0.6157546396	0.6561278259
458	0.61568064	0.6560711655
459	0.6156277948	0.6562411468
460	0.6155631669	0.6561986515
461	0.6155011903	0.656141991
462	0.6154357703	0.6565669443
463	0.6153785293	0.6564536234
464	0.6153479879	0.656524449
465	0.6153083727	0.6563544677
466	0.6152353101	0.6566661001
467	0.6151845242	0.6567369256
468	0.6150626695	0.6569494022
469	0.6150468504	0.6569918976
470	0.614974874	0.6568077511
471	0.6148767527	0.657176044
472	0.6148142402	0.6570910533
473	0.6147944639	0.6572468695
474	0.6147199045	0.6574735112
475	0.614653821	0.6575160066
476	0.6145549365	0.6573318602
477	0.61448528	0.6576576577
478	0.6144473157	0.6578842994
479	0.6143548252	0.6577993087
480	0.614325606	0.6579267947
481	0.61425024	0.6579551249
482	0.6141860062	0.658096776
483	0.6141104072	0.6583375829
484	0.614059602	0.6583375829
485	0.6139989571	0.6584933991
486	0.6139294585	0.6584225735
487	0.6138869482	0.658479234
488	0.6138336182	0.6584650688
489	0.6137518927	0.6587908663
490	0.6136826345	0.6590175081
491	0.613640977	0.6590883336
492	0.6135577833	0.6592016545
493	0.6134644944	0.6591024987
494	0.6133422616	0.6594849567
495	0.6133137183	0.659399966
496	0.6132494113	0.6594991218
497	0.6132116971	0.6594282962
498	0.613158311	0.6592583149
499	0.6131299136	0.6594849567
500	0.6130689951	0.6596974333
501	0.6130356537	0.6595557822
502	0.6129350616	0.6596832682
503	0.6128388953	0.6596691031
504	0.6127183674	0.6600657261
505	0.6126871647	0.6602215423
506	0.6126417815	0.6603631934
507	0.6125662623	0.6605048445
508	0.6124755579	0.6605190096
509	0.6124123799	0.6605048445
510	0.6123564128	0.6604906794
511	0.6122960155	0.66057567
512	0.6122740942	0.6606040002
513	0.6122248161	0.6606748258
514	0.6121482268	0.6610147884
515	0.612090592	0.6611422743
516	0.6120233079	0.661099779
517	0.6119525162	0.6611139441
518	0.6118993191	0.661227265
519	0.6118414141	0.6612555952
520	0.6117409704	0.6615388974
521	0.6116471292	0.6617230438
522	0.6115839481	0.6617938693
523	0.6115561502	0.6618221996
524	0.6114892064	0.6620630064
525	0.6114322061	0.6621763273
526	0.6113600138	0.6620913366
527	0.6113169494	0.6621763273
528	0.6112862015	0.6622046575
529	0.6112396282	0.6624171341
530	0.6111670092	0.6623888039
531	0.6111427312	0.662275483
532	0.6110850895	0.6621621622
533	0.6109973263	0.6623888039
534	0.61089508	0.662530455
535	0.6108389598	0.6625871154
536	0.6108069355	0.662799592
537	0.6107446692	0.6625871154
538	0.6106932156	0.6628562525
539	0.6106672193	0.6628137572
540	0.61060193	0.6630120687
541	0.6105446152	0.6631112244
542	0.6105070083	0.6633237011
543	0.6104048961	0.6634795173
544	0.6103217964	0.663451187
545	0.6102902975	0.6633803615
546	0.6102248048	0.6635220126
547	0.6102023907	0.6633520313
548	0.610118169	0.6636070032
549	0.610053246	0.6638053147
550	0.6099943895	0.6638194799
551	0.6099267809	0.6637628194
552	0.6098578014	0.6639469658
553	0.6097964517	0.6639469658
554	0.6097360415	0.6641169471
555	0.6096352039	0.6644710748
556	0.6095856745	0.6644427446
557	0.6094949072	0.664357754
558	0.6094295566	0.6644994051
559	0.6093909662	0.6645560655
560	0.6093448072	0.6647118817
561	0.6093011587	0.6646977166
562	0.6092376345	0.6650801745
563	0.6090958557	0.6653918069
564	0.6090326714	0.6656467789
565	0.608929583	0.6656184486
566	0.6088670512	0.6657317695
567	0.6087634786	0.6659867415
568	0.6086928633	0.6661708879
569	0.6086392703	0.6660858972
570	0.6085824636	0.6660150717
571	0.6085134416	0.666312539
572	0.6084345414	0.6663267041
573	0.6083868006	0.666581676
574	0.6083129692	0.6668791433
575	0.6082670161	0.6668508131
576	0.6082115247	0.6668933084
577	0.6081541064	0.6671482804
578	0.6080971675	0.6670774548
579	0.6080263887	0.6672474361
580	0.6079331253	0.6671766106
581	0.6078871326	0.667233271
582	0.6078396989	0.667233271
583	0.6077766553	0.6673749221
584	0.6077256453	0.6673324268
585	0.607693273	0.6674315825
586	0.6076175526	0.6676723894
587	0.6075283123	0.6677007196
588	0.6074585798	0.6676865545
589	0.6074287513	0.66775738
590	0.6073880989	0.6678565358
591	0.6073106602	0.6680265171
592	0.607243919	0.6682389937
593	0.6071930255	0.6681681682
594	0.6071446329	0.6680548473
595	0.607116466	0.6681256728
596	0.6070249416	0.6681681682
597	0.6069494532	0.6682531588
598	0.6068868039	0.6684373052
599	0.6068136014	0.6687772678
600	0.606747598	0.6688622585
601	0.6066641394	0.6688622585
602	0.6066192936	0.6690322398
603	0.6065529028	0.6691030653
604	0.6064805134	0.6691738909
605	0.6064467764	0.6693297071
606	0.60641964	0.6692447164
607	0.6063348597	0.669315542
608	0.6062774953	0.6693722024
609	0.6062653019	0.669457193
610	0.606223331	0.6696130092
611	0.6061455548	0.6697546603
612	0.6061083984	0.669839651
613	0.6060601398	0.6698113208
614	0.6059962864	0.6699671369
615	0.6059332353	0.6701654485
616	0.605876495	0.6702079438
617	0.6058450387	0.6702221089
618	0.6057809405	0.6701371183
619	0.6056823483	0.6704345855
620	0.6056679213	0.6704345855
621	0.6056163968	0.67036376
622	0.6055777337	0.6703779251
623	0.6054999302	0.6705762366
624	0.6054523003	0.6705762366
625	0.6054110139	0.6704062553
626	0.6053662302	0.6705479064
627	0.6052716454	0.6708170435
628	0.6052318041	0.6709870248
629	0.6051499851	0.6711570061
630	0.6050993195	0.6713411525
631	0.604993804	0.671411978
632	0.6049600506	0.6715252989
633	0.6048989457	0.6716527849
634	0.6048385582	0.6717236104
635	0.6047839686	0.6715677942
636	0.6047193226	0.6715819593
637	0.6046655164	0.6717661057
638	0.6046318235	0.6716952802
639	0.6045877947	0.6719502521
640	0.6045551386	0.6719785824
641	0.6045237031	0.6719502521
642	0.6044821817	0.6722193892
643	0.6044107143	0.672191059
644	0.6043227774	0.6723752054
645	0.6042594296	0.6724318658
646	0.604215729	0.6725310216
647	0.6041826723	0.6725735169
648	0.6040514156	0.672715168
649	0.6039522027	0.6728284889
650	0.6038925041	0.6728851493
651	0.6038656437	0.6728993144
652	0.6038269694	0.6729559748
653	0.6037090223	0.673366763
654	0.6036237507	0.6735084141
655	0.6035566441	0.6734800839
656	0.6034804815	0.6735509094
657	0.6034233618	0.6735509094
658	0.6033361509	0.6737350558
659	0.6033029269	0.6737917162
660	0.6032427139	0.6737775511
661	0.6031933353	0.673763386
662	0.6031569709	0.6737492209
663	0.6031231831	0.6736642303
664	0.6030607604	0.673890872
665	0.6029829985	0.6740750184
666	0.6029337086	0.674018358
667	0.6028459214	0.6740325231
668	0.6027852256	0.674287495
669	0.6027558961	0.6743724857
670	0.6026516031	0.6746416228
671	0.602607684	0.6746982832
672	0.6025601162	0.6748116041
673	0.6024899747	0.6749107598
674	0.6024121361	0.6748824296
675	0.6023346117	0.6751090713
676	0.6022588083	0.6751232364
677	0.602212367	0.6750382458
678	0.6021844262	0.6750382458
679	0.6021162412	0.6752365573
680	0.6020626764	0.6753923735
681	0.6020223551	0.6755481897
682	0.6019730985	0.6757889965
683	0.6019387469	0.6758881523
684	0.6018497484	0.675845657
685	0.6017867105	0.6760014732
686	0.6017179245	0.6758031617
687	0.6016530314	0.6761289591
688	0.6015823177	0.6762281149
689	0.6015323731	0.6761431243
690	0.6014466931	0.6763272707
691	0.601402531	0.6760722987
692	0.6013642011	0.6760581336
693	0.6013409849	0.6761431243
694	0.6012683827	0.6763131056
695	0.601166147	0.6761997847
696	0.6011170368	0.6763556009
697	0.6010742969	0.6765114171
698	0.601051407	0.6766955635
699	0.6010334346	0.6764689218
700	0.6009738757	0.6765114171
701	0.6009280688	0.6767238937
702	0.6008787776	0.6766955635
703	0.6008466414	0.6769222052
704	0.6007533418	0.6771063516
705	0.6006781984	0.6771630121
706	0.600624745	0.6770921865
707	0.6005735649	0.6770921865
708	0.6005022108	0.6773471585
709	0.6004105735	0.6775313049
710	0.6003436842	0.6779137628
711	0.600272409	0.6779987535
712	0.6001986593	0.6779987535
713	0.6001251926	0.6782112301
714	0.6000497619	0.678324551
715	0.5999587728	0.6785086974
716	0.5998891647	0.678593688
717	0.5998229718	0.6786786787
718	0.5997799825	0.6787919995
719	0.5997376697	0.6790044762
720	0.5997097801	0.6788628251
721	0.5996233023	0.679117797
722	0.5995804574	0.6790328064
723	0.5995163777	0.6792027877
724	0.5994240405	0.6793019435
725	0.5993678728	0.6791602924
726	0.5993196025	0.6790753017
727	0.5992809876	0.6792311179
728	0.5992370542	0.6793444388
729	0.5991977651	0.6793869341
730	0.5991668956	0.6794435945
731	0.5991359088	0.6796560712
732	0.5990569596	0.680024364
733	0.5990157856	0.6801376849
734	0.5989302803	0.6802368406
735	0.5988570689	0.6801235197
736	0.5988135862	0.6801093546
737	0.5987458559	0.6802085104
738	0.5986530797	0.6804351521
739	0.5985806148	0.6804493172
740	0.5985324325	0.6804634824
741	0.5984402611	0.680675959
742	0.5983721076	0.6808601054
743	0.59830834	0.6809592611
744	0.5982482246	0.6809026007
745	0.598153951	0.6810442518
746	0.5980867222	0.6807184543
747	0.598029548	0.6811009122
748	0.5979907345	0.6807184543
749	0.5979712937	0.6808176101
750	0.5978812579	0.6809309309
751	0.5978367326	0.6810017565
752	0.5977588175	0.6808176101
753	0.59771331	0.6809592611
754	0.5976643386	0.6809026007
755	0.5976096401	0.6809734263
756	0.5975572259	0.6808601054
757	0.5974745763	0.6811717378
758	0.5974262379	0.6811434076
759	0.597377408	0.6814550399
760	0.5973030022	0.6816958468
761	0.597251203	0.6817525072
762	0.5971551628	0.6821349652
763	0.597132597	0.6822907813
764	0.5970663606	0.6822341209
765	0.5970196206	0.6823474418
766	0.5969507135	0.6822057907
767	0.5969025364	0.6823332767
768	0.5968161647	0.6824324324
769	0.5967853672	0.6821491303
770	0.5967268239	0.6824182673
771	0.5966748338	0.6826449091
772	0.5966150229	0.6827865601
773	0.5965197634	0.6826732393
774	0.5964584959	0.6828432206
775	0.5963759768	0.6829707066
776	0.5962973985	0.6830132019
777	0.5962564918	0.6832540087
778	0.5962225412	0.6834381551
779	0.5962038877	0.6834948156
780	0.5961613341	0.683551476
781	0.5961313003	0.6837214573
782	0.5960851183	0.6839056037
783	0.5960025924	0.6836506318
784	0.5959644831	0.6836506318
785	0.595919886	0.6836647969
786	0.5958839416	0.6840047595
787	0.595818369	0.6841039152
788	0.5957462421	0.6838489433
789	0.5956803613	0.6844013825
790	0.5956307834	0.6842597314
791	0.5955521984	0.6844863732
792	0.5955044753	0.6843872174
793	0.5954364326	0.6845005383
794	0.5953824211	0.6846280243
795	0.5953103214	0.6846988498
796	0.5952266546	0.6847838404
797	0.5951691136	0.6847413451
798	0.5950897158	0.6846421894
799	0.5950278832	0.6848688311
800	0.5949619147	0.685123803
801	0.5949062807	0.6853646099
802	0.5948410148	0.6852796192
803	0.5947819646	0.6856479121
804	0.5947351192	0.6856762423
805	0.5946910278	0.6857045725
806	0.5946329663	0.6856479121
807	0.5945755965	0.6858745538
808	0.5945548715	0.6857895631
809	0.5944807168	0.6859312142
810	0.5944154209	0.6859170491
811	0.5943758146	0.6860587002
812	0.5942853632	0.6861436909
813	0.5941987396	0.6861153606
814	0.5941277481	0.6862570117
815	0.5940796921	0.6860728653
816	0.5940375655	0.6862995071
817	0.5939757143	0.686426993
818	0.5939214	0.6865261488
819	0.5938812428	0.6864411581
820	0.593821552	0.6862711768
821	0.5937860966	0.6863844977
822	0.5937291137	0.6863561675
823	0.5936293641	0.6867386254
824	0.5935684575	0.6869227718
825	0.5934831985	0.6872485693
826	0.5934156688	0.6871352485
827	0.593337985	0.6872202391
828	0.5932920744	0.6871919089
829	0.593263291	0.6875318715
830	0.593173363	0.6878151737
831	0.5931158609	0.687602697
832	0.5930497455	0.687602697
833	0.5929480833	0.6875460366
834	0.5928931229	0.6876735226
835	0.5928321093	0.6875177064
836	0.5927410656	0.6878718341
837	0.5926818184	0.6877160179
838	0.5926205975	0.6877585132
839	0.5925667525	0.6876735226
840	0.5925298197	0.6876876877
841	0.5924727236	0.6876310273
842	0.5924167225	0.687730183
843	0.5923414763	0.687857669
844	0.5923006318	0.6879426596
845	0.5922245142	0.6880134852
846	0.5921358623	0.6880559805
847	0.5920679769	0.6879143294
848	0.5919967387	0.6879709899
849	0.5919397213	0.6882401269
850	0.5918500368	0.6883959431
851	0.5918042689	0.6884526035
852	0.5917295076	0.6887075755
853	0.5916613929	0.6885800895
854	0.5915977738	0.6889767126
855	0.5915368171	0.6891325288
856	0.5914490496	0.6889625475
857	0.5913714625	0.6892883449
858	0.591271097	0.6895149867
859	0.5912369915	0.6895999773
860	0.5911856389	0.6898407842
861	0.5911554915	0.6898407842
862	0.591063899	0.6898832795
863	0.5909882673	0.6896566378
864	0.5909157758	0.6896283076
865	0.590834525	0.6896991331
866	0.5907827794	0.6898691144
867	0.5907302247	0.6901665817
868	0.5906512634	0.6904782141
869	0.5905957676	0.6908748371
870	0.5905542651	0.6909314975
871	0.5905340051	0.6909456626
872	0.5904814066	0.6909031673
873	0.5904426047	0.6909598278
874	0.5903955266	0.6911014788
875	0.5903482067	0.6911014788
876	0.5902766355	0.6912856252
877	0.590250734	0.6911581393
878	0.5901976713	0.6910448184
879	0.590173741	0.6912997904
880	0.5901264437	0.691257295
881	0.5900792571	0.6912289648
882	0.5900213182	0.6914981019
883	0.5899600035	0.6914981019
